signal_date,effective_date,ticker,vcrf_state,floor_price,recognition_price,total_score,tradable_flag,signal_version,underwrite_score,realization_score,position_state,primary_type,sector_route,flow_stage,announcement_date,reject_reason,underwrite_intrinsic_value_floor_score,underwrite_intrinsic_value_floor_floor_price,underwrite_intrinsic_value_floor_floor_protection,underwrite_intrinsic_value_floor_anchor,underwrite_survival_boundary_score,underwrite_survival_boundary_coverage,underwrite_survival_boundary_cash_coverage,underwrite_survival_boundary_cfo_support,underwrite_survival_boundary_net_cash_ratio,underwrite_survival_boundary_z_score,underwrite_survival_boundary_interest_coverage,underwrite_survival_boundary_equity_positive,underwrite_survival_boundary_state_owned_support,underwrite_survival_boundary_tripwire_threshold,underwrite_survival_boundary_interest_coverage_bypass,underwrite_survival_boundary_tripwire_reject,underwrite_governance_anti_fraud_score,underwrite_business_or_asset_quality_score,underwrite_normalized_earnings_power_score,underwrite_normalized_earnings_power_implied_price,underwrite_normalized_earnings_power_value_ratio,underwrite_normalized_earnings_power_anchor,underwrite_weight_intrinsic_value_floor,underwrite_weight_survival_boundary,underwrite_weight_governance_anti_fraud,underwrite_weight_business_or_asset_quality,underwrite_weight_normalized_earnings_power,realization_repair_state_score,realization_repair_state_repair_state,realization_regime_cycle_position_score,realization_marginal_buyer_probability_score,realization_marginal_buyer_probability_neutral_default,realization_flow_confirmation_score,realization_flow_confirmation_flow_stage,realization_elasticity_score,realization_elasticity_size_score_raw,realization_elasticity_size_score_used,realization_elasticity_size_relief_applied,realization_catalyst_quality_score,realization_catalyst_quality_neutral_default,realization_weight_repair_state,realization_weight_regime_cycle_position,realization_weight_marginal_buyer_probability,realization_weight_flow_confirmation,realization_weight_elasticity,realization_weight_catalyst_quality,realization_neutral_dropped_components
2023-03-31,2023-04-03,601919,REJECT,7.37,53.75,58.72,1,tushare_pit_v1,72.9,37.45,reject,compounder,unknown,latent,2023-03-31,,45.0,7.371113293946031,0.8465385715668926,conservative_book,100.0,11.318457987004914,11.318457987004914,9.399762143202892,0.4221213576026674,8.734590103329149,35.71334759069365,True,False,0.8,True,False,100.0,14.0,100.0,43.00224676572326,4.938610912563315,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,49.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-03-29,2024-04-01,601919,REJECT,8.76,29.3,52.17,1,tushare_pit_v1,65.5,32.17,reject,compounder,unknown,latent,2024-03-29,,65.0,8.764136620255165,0.8905638839491292,conservative_book,100.0,9.210766582453862,9.210766582453862,1.1418612171173883,0.3516130571921705,7.285876334813484,3.9932861642313293,True,False,0.8,True,False,100.0,14.0,50.0,11.373695779159274,1.1557330889313542,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,39.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-04-30,2024-05-06,601919,REJECT,9.07,29.3,44.2,1,tushare_pit_v1,48.7,37.45,reject,compounder,unknown,latent,2024-04-30,,45.0,9.065266131012061,0.8100286597561115,conservative_book,90.0,9.402968164793466,9.402968164793466,0.4776736062841521,0.33943641669647545,7.014917419382459,10.076038530349875,True,False,0.8,True,False,100.0,14.0,0.0,3.219970178806758,0.2877210763256758,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,49.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-05-31,2024-06-03,601919,REJECT,9.07,29.3,43.15,1,tushare_pit_v1,44.2,41.57,reject,compounder,unknown,ignition,2024-05-31,,20.0,9.06526613099563,0.6339120562042654,conservative_book,90.0,9.402968164793466,9.402968164793466,0.4776736062841521,0.33943641669647545,7.014917419382459,10.076038530349875,True,False,0.8,True,False,100.0,14.0,0.0,3.2199701788009216,0.22516469869328895,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,57.5,ignition,45.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-06-28,2024-07-01,601919,REJECT,9.2,29.74,44.2,1,tushare_pit_v1,44.2,44.21,reject,compounder,unknown,ignition,2024-06-28,,20.0,9.201409236878886,0.6153822620841578,conservative_book,90.0,9.402968164793466,9.402968164793466,0.4776736062841521,0.33943641669647545,7.014917419382459,10.076038530349875,True,False,0.8,True,False,100.0,14.0,0.0,3.2683280245231274,0.2185829410676566,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,62.5,ignition,45.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-07-31,2024-08-01,601919,REJECT,9.2,29.74,45.17,1,tushare_pit_v1,44.2,46.63,reject,compounder,unknown,latent,2024-07-31,,20.0,9.201373138273174,0.7248847028937746,conservative_book,90.0,9.402968164793466,9.402968164793466,0.4776736062841521,0.33943641669647545,7.014917419382459,10.076038530349875,True,False,0.8,True,False,100.0,14.0,0.0,3.268315202347561,0.2574780588521528,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,44.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-08-30,2024-09-02,601919,REJECT,9.55,29.74,50.7,1,tushare_pit_v1,50.9,50.41,reject,compounder,unknown,latent,2024-08-30,,45.0,9.547363536048799,0.7899892394708918,conservative_book,100.0,10.745780281527974,10.745780281527974,1.400781080502045,0.3371842890340863,7.173572149215299,11.080132566327501,True,False,0.8,True,False,100.0,14.0,0.0,8.162321235775318,0.6753849815208602,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,57.2,50.0,True,45.25,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-09-30,2024-10-08,601919,REJECT,9.55,29.74,40.08,1,tushare_pit_v1,46.4,30.59,reject,compounder,unknown,latent,2024-09-30,,20.0,9.547363536037302,0.6295776752491188,conservative_book,100.0,10.745780281527974,10.745780281527974,1.400781080502045,0.3371842890340863,7.173572149215299,11.080132566327501,True,False,0.8,True,False,100.0,14.0,0.0,8.162321235765491,0.5382444283024183,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,36.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-10-31,2024-11-01,601919,REJECT,10.46,30.81,55.07,1,tushare_pit_v1,60.7,46.63,reject,compounder,unknown,latent,2024-10-31,,20.0,10.458771683184894,0.7173368781333946,conservative_book,100.0,12.612255647303321,12.612255647303321,3.4150053206976945,0.3596671117484348,7.618290141181045,17.236348613181548,True,False,0.8,True,False,100.0,14.0,65.0,19.108990657194862,1.3106303605757794,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,49.2,50.0,True,44.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-11-29,2024-12-02,601919,REJECT,10.46,30.81,57.77,1,tushare_pit_v1,65.2,46.63,reject,compounder,unknown,latent,2024-11-29,,45.0,10.458675642453445,0.769586139989216,conservative_book,100.0,12.612255647303321,12.612255647303321,3.4150053206976945,0.3596671117484348,7.618290141181045,17.236348613181548,True,False,0.8,True,False,100.0,14.0,65.0,19.10881518329644,1.4060938324721441,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,49.2,50.0,True,44.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2024-12-31,2024-12-31,601919,REJECT,10.46,30.81,50.34,1,tushare_pit_v1,60.7,34.81,reject,compounder,unknown,latent,2024-12-31,,20.0,10.458675642425073,0.6747532672532305,conservative_book,100.0,12.612255647303321,12.612255647303321,3.4150053206976945,0.3596671117484348,7.618290141181045,17.236348613181548,True,False,0.8,True,False,100.0,14.0,65.0,19.1088151832446,1.2328267860157807,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,44.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
