signal_date,effective_date,ticker,vcrf_state,floor_price,recognition_price,total_score,tradable_flag,signal_version,underwrite_score,realization_score,position_state,primary_type,sector_route,flow_stage,announcement_date,reject_reason,underwrite_intrinsic_value_floor_score,underwrite_intrinsic_value_floor_floor_price,underwrite_intrinsic_value_floor_floor_protection,underwrite_intrinsic_value_floor_anchor,underwrite_survival_boundary_score,underwrite_survival_boundary_coverage,underwrite_survival_boundary_cash_coverage,underwrite_survival_boundary_cfo_support,underwrite_survival_boundary_net_cash_ratio,underwrite_survival_boundary_z_score,underwrite_survival_boundary_interest_coverage,underwrite_survival_boundary_equity_positive,underwrite_survival_boundary_state_owned_support,underwrite_survival_boundary_tripwire_threshold,underwrite_survival_boundary_interest_coverage_bypass,underwrite_survival_boundary_tripwire_reject,underwrite_governance_anti_fraud_score,underwrite_business_or_asset_quality_score,underwrite_normalized_earnings_power_score,underwrite_normalized_earnings_power_implied_price,underwrite_normalized_earnings_power_value_ratio,underwrite_normalized_earnings_power_anchor,underwrite_weight_intrinsic_value_floor,underwrite_weight_survival_boundary,underwrite_weight_governance_anti_fraud,underwrite_weight_business_or_asset_quality,underwrite_weight_normalized_earnings_power,realization_repair_state_score,realization_repair_state_repair_state,realization_regime_cycle_position_score,realization_marginal_buyer_probability_score,realization_marginal_buyer_probability_neutral_default,realization_flow_confirmation_score,realization_flow_confirmation_flow_stage,realization_elasticity_score,realization_elasticity_size_score_raw,realization_elasticity_size_score_used,realization_elasticity_size_relief_applied,realization_catalyst_quality_score,realization_catalyst_quality_neutral_default,realization_weight_repair_state,realization_weight_regime_cycle_position,realization_weight_marginal_buyer_probability,realization_weight_flow_confirmation,realization_weight_elasticity,realization_weight_catalyst_quality,realization_neutral_dropped_components
2019-03-29,2019-04-01,000063,REJECT,4.91,-15.68,39.82,1,tushare_pit_v1,39.7,39.99,reject,compounder,unknown,ignition,2019-03-29,,0.0,4.90715305007,0.1785768694433739,conservative_book,62.0,1.031352834849071,1.031352834849071,-0.3688615001295064,0.0060556124031411,3.6615711045476824,5.017160286194806,True,False,0.8,True,False,100.0,40.29,0.0,-12.54018298821718,-0.4563514928989087,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,54.5,ignition,45.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-03-29,2019-04-01,002594,REJECT,14.86,9.98,36.14,1,tushare_pit_v1,35.26,37.45,reject,compounder,unknown,latent,2019-03-29,,0.0,14.85879245128224,0.2836920553155578,conservative_book,35.0,0.2883163579047363,0.2883163579047363,0.2766172602075062,-0.1655902074284144,3.1845856497469045,2.4934124675811726,True,False,0.8,True,False,100.0,47.81,0.0,7.98291905901652,0.152414183231606,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,49.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-18,2019-04-19,920021,REJECT,,,47.67,0,tushare_pit_v1,44.27,52.76,reject,cyclical,rigid_shovel,ignition,2019-04-18,,0.0,,,unknown,95.0,10.037386878421051,10.037386878421051,0.6068611968421053,0.425669622160121,8.9578359028893,33.84257448064265,True,False,0.3,True,False,100.0,52.59,0.0,,,rigid_shovel_capex_mid_cycle,0.2,0.25,0.1,0.2,0.25,20.0,none,65.0,50.0,True,52.0,ignition,15.0,60.0,60.0,False,50.0,True,0.0,0.485714,0.0,0.364286,0.15,0.0,marginal_buyer_probability; catalyst_quality
2019-04-26,2019-04-29,000566,REJECT,2.93,1.07,38.02,1,tushare_pit_v1,39.51,35.78,reject,compounder,core_resource,latent,2019-04-26,,0.0,2.9320147935566703,0.3610855657089495,stressed_book,44.0,0.948977074792842,0.948977074792842,-0.1798825852410437,-0.0139664540545279,4.689548331830984,1.2977471420503977,True,False,0.8,False,False,100.0,59.13,0.0,0.8054936642551485,0.0991987271250182,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,20.0,none,21.2,50.0,True,43.25,latent,80.02,80.910434948,80.910434948,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,601333,READY,3.49,5.11,70.04,1,tushare_pit_v1,81.42,52.96,ready,compounder,financial_asset,latent,2019-04-30,,85.0,3.4868563889874142,1.0863822064494495,stressed_nav,92.0,26.4735864592238,26.4735864592238,2.943163446743033,0.0409771070789351,6.212772921815328,151.64261725818125,True,False,0.8,True,False,100.0,62.22,65.0,4.261713364317951,1.3278004745493277,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,33.25,latent,55.46,52.008048380000005,52.008048380000005,False,70.0,False,0.0,0.244444,0.0,0.305556,0.05,0.4,marginal_buyer_probability
2019-04-30,2019-05-06,600658,READY,4.89,7.17,60.06,1,tushare_pit_v1,71.54,42.84,ready,compounder,financial_asset,latent,2019-04-30,,65.0,4.891526538771072,0.8923530484116352,stressed_nav,80.0,4.625129510360722,4.625129510360722,-3.6564866377820313,0.1382606362101986,5.997864570052306,0.5104371216233483,True,False,0.8,False,False,100.0,66.61,50.0,5.978532436275755,1.090653725836443,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,33.25,latent,90.35,93.064472116,93.064472116,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,000780,REJECT,3.17,-0.51,56.5,1,tushare_pit_v1,59.15,52.53,reject,compounder,core_resource,ignition,2019-04-30,,45.0,3.165167036825748,0.8330800470597677,stressed_book,65.0,2.0,2.0,0.0,,8.565460865677252,-128.29254681998137,True,False,0.8,False,False,100.0,82.5,0.0,-1.4741448716369554,-0.3879986947759432,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,20.0,none,49.2,50.0,True,51.25,ignition,94.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,000001,REJECT,11.12,16.31,55.91,1,tushare_pit_v1,69.97,34.81,reject,compounder,financial_asset,latent,2019-04-30,,65.0,11.119872799771615,0.9496825722829833,stressed_nav,80.0,2.0,2.0,1.5,,3.800559518211536,0.4416777082286288,True,False,0.8,False,False,100.0,56.14,50.0,13.590955644165309,1.160723143901424,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,21.2,50.0,True,44.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,600284,REJECT,4.66,6.84,55.08,1,tushare_pit_v1,64.75,40.57,reject,compounder,financial_asset,latent,2019-04-30,,45.0,4.663174056830109,0.752502975171366,stressed_nav,80.0,108.8246556292,108.8246556292,-4.8165438672,0.4741130571399966,8.105984605073969,,True,False,0.8,False,False,100.0,81.34,30.0,5.699434958347911,0.9197258585427808,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,31.2,50.0,True,43.25,latent,91.35,91.59090432,91.59090432,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,002642,REJECT,3.81,5.59,54.32,1,tushare_pit_v1,54.25,54.42,reject,compounder,financial_asset,latent,2019-04-30,,20.0,3.813624983718805,0.6933863606761463,stressed_nav,72.0,1.5098160432303005,1.5098160432303005,-1.4803777108402263,0.0284667625811513,5.676967892010368,2.352571221645878,True,False,0.8,True,False,100.0,61.4,30.0,4.661097202322984,0.8474722186041789,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,20.0,none,65.0,50.0,True,42.0,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,002337,REJECT,1.69,0.01,53.37,1,tushare_pit_v1,48.54,60.62,reject,cyclical,core_resource,latent,2019-04-30,,0.0,1.6927492846640502,0.3637369510804352,stressed_book,100.0,43.122284412820505,43.122284412820505,5.935142916666667,0.2128029735072285,7.048024763502639,-2.1551958933965216,True,False,0.3,False,False,100.0,67.71,0.0,-0.3750942640299076,-0.0806000304959962,core_resource_mid_cycle,0.25,0.25,0.1,0.2,0.2,50.0,stabilizing,65.0,50.0,True,34.0,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.457143,0.0,0.342857,0.2,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,600150,REJECT,8.65,0.03,52.16,1,tushare_pit_v1,44.25,64.03,reject,cyclical,rigid_shovel,trend,2019-04-30,,0.0,9.195800929734256,0.399830694738466,stressed_book,85.0,4.18233492712109,4.18233492712109,0.0644471611900561,0.2276416832893122,5.875196744256835,1.7715429637099471,True,False,0.3,True,False,100.0,65.0,0.0,0.0266232117244776,0.0011575693429321,rigid_shovel_capex_mid_cycle,0.2,0.25,0.1,0.2,0.25,50.0,stabilizing,65.0,50.0,True,70.25,trend,45.75,10.0,45.0,True,50.0,True,0.0,0.485714,0.0,0.364286,0.15,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,601138,REJECT,1.0,3.46,52.15,1,tushare_pit_v1,50.8,54.17,reject,compounder,tech,ignition,2019-04-30,,0.0,1.0049678413647063,0.0756984531611612,no_growth_owner_earnings,90.0,3.3771390266052106,3.3771390266052106,0.2177360358138496,0.2461637243731813,6.421757228937049,25.887966621974456,True,False,0.8,True,False,100.0,65.0,0.0,1.8843147025588245,0.1419345996771773,owner_earnings_anchor,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,57.5,ignition,61.04,58.286422154,58.286422154,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,002750,REJECT,1.22,0.07,50.57,1,tushare_pit_v1,41.75,63.79,reject,compounder,unknown,ignition,2019-04-30,,0.0,1.222158471853933,0.0827460035107605,conservative_book,65.0,2.0,2.0,0.0,,9.33260184285838,2.614608118721939,True,False,0.8,True,False,100.0,47.26,0.0,0.1046155166042446,0.0070829733652162,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,57.2,50.0,True,66.25,ignition,93.55,96.5282057,96.5282057,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,601088,REJECT,9.42,3.7,50.27,1,tushare_pit_v1,58.81,37.45,reject,compounder,core_resource,latent,2019-04-30,,20.0,9.422219831147746,0.7394974708351965,stressed_book,100.0,15.26594811379872,15.26594811379872,3.880686802857501,0.2060884332803453,6.766082820653019,33.18736842105263,True,False,0.8,True,False,100.0,71.07,0.0,3.685607384119336,0.2892627626918542,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,25.0,none,21.2,50.0,True,49.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,002027,REJECT,0.57,0.57,50.03,1,tushare_pit_v1,48.85,51.81,reject,compounder,unknown,ignition,2019-04-30,,0.0,0.5739570199207785,0.1180793148135044,conservative_book,92.0,23.88699105456178,23.88699105456178,10.963701307102928,0.0670118964676776,6.352443602826604,569.0332632845286,True,False,0.8,True,False,100.0,53.03,0.0,0.1478306234114458,0.030412971903865,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,54.5,ignition,45.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,002189,REJECT,4.01,1.49,48.76,1,tushare_pit_v1,52.52,43.13,reject,compounder,core_resource,latent,2019-04-30,,0.0,4.0094970828493075,0.1666214144063665,stressed_book,100.0,4.537129089,4.537129089,1.2489269841904762,0.2533261763447088,6.390810046195127,6.727841470238507,True,False,0.8,True,False,100.0,62.61,0.0,0.7465513707490558,0.0310242014773638,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,25.0,none,49.2,50.0,True,33.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,002802,REJECT,2.35,0.99,48.56,1,tushare_pit_v1,48.76,48.26,reject,compounder,core_resource,latent,2019-04-30,,0.0,2.3487550155539387,0.222150993348394,stressed_book,80.0,2.0,2.0,1.5,,6.8873871477143185,22.23765121127578,True,False,0.8,True,False,100.0,65.81,0.0,0.6274092898680004,0.0593419049910213,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,25.0,none,49.2,50.0,True,43.25,latent,93.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,601788,REJECT,7.38,2.66,48.23,1,tushare_pit_v1,51.91,42.72,reject,compounder,unknown,latent,2019-04-30,,20.0,7.375614427605104,0.6376717526734046,conservative_book,100.0,34.79634840948888,34.79634840948888,7.943575436266586,0.4945136482530281,7.276534757538676,1.5579886991087486,True,False,0.8,True,False,100.0,41.54,0.0,2.125023140320031,0.18372262320109,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,49.2,50.0,True,39.5,latent,22.0,10.0,10.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,300517,REJECT,2.59,0.38,47.79,1,tushare_pit_v1,51.0,42.98,reject,compounder,unknown,latent,2019-04-30,,0.0,2.5900418086024204,0.3133178363130926,conservative_book,100.0,4.46758898975,4.46758898975,1.6841758805,0.1078301595928909,5.735142152117713,13.754888639875006,True,False,0.8,True,False,100.0,55.0,0.0,0.5636475643346255,0.0681845500385041,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,33.25,latent,93.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
