signal_date,effective_date,ticker,vcrf_state,floor_price,recognition_price,total_score,tradable_flag,signal_version,underwrite_score,realization_score,position_state,primary_type,sector_route,flow_stage,announcement_date,reject_reason,underwrite_intrinsic_value_floor_score,underwrite_intrinsic_value_floor_floor_price,underwrite_intrinsic_value_floor_floor_protection,underwrite_intrinsic_value_floor_anchor,underwrite_survival_boundary_score,underwrite_survival_boundary_coverage,underwrite_survival_boundary_cash_coverage,underwrite_survival_boundary_cfo_support,underwrite_survival_boundary_net_cash_ratio,underwrite_survival_boundary_z_score,underwrite_survival_boundary_interest_coverage,underwrite_survival_boundary_equity_positive,underwrite_survival_boundary_state_owned_support,underwrite_survival_boundary_tripwire_threshold,underwrite_survival_boundary_interest_coverage_bypass,underwrite_survival_boundary_tripwire_reject,underwrite_governance_anti_fraud_score,underwrite_business_or_asset_quality_score,underwrite_normalized_earnings_power_score,underwrite_normalized_earnings_power_implied_price,underwrite_normalized_earnings_power_value_ratio,underwrite_normalized_earnings_power_anchor,underwrite_weight_intrinsic_value_floor,underwrite_weight_survival_boundary,underwrite_weight_governance_anti_fraud,underwrite_weight_business_or_asset_quality,underwrite_weight_normalized_earnings_power,realization_repair_state_score,realization_repair_state_repair_state,realization_regime_cycle_position_score,realization_marginal_buyer_probability_score,realization_marginal_buyer_probability_neutral_default,realization_flow_confirmation_score,realization_flow_confirmation_flow_stage,realization_elasticity_score,realization_elasticity_size_score_raw,realization_elasticity_size_score_used,realization_elasticity_size_relief_applied,realization_catalyst_quality_score,realization_catalyst_quality_neutral_default,realization_weight_repair_state,realization_weight_regime_cycle_position,realization_weight_marginal_buyer_probability,realization_weight_flow_confirmation,realization_weight_elasticity,realization_weight_catalyst_quality,realization_neutral_dropped_components
2019-01-31,2019-02-01,920021,REJECT,,,45.79,0,tushare_pit_v1,49.42,40.34,reject,compounder,rigid_shovel,latent,2019-01-31,,0.0,,,unknown,95.0,10.037386878421053,10.037386878421053,0.6068611968421053,0.42566962216012105,8.9578359028893,33.84257448064265,True,False,0.8,True,False,100.0,52.59,0.0,,,rigid_shovel_capex_mid_cycle,0.18,0.22,0.18,0.2,0.22,20.0,none,49.2,50.0,True,33.25,latent,15.0,60.0,60.0,False,50.0,True,0.0,0.444444,0.0,0.555556,0.0,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,002489,REJECT,1.04,-0.19,39.82,1,tushare_pit_v1,42.28,36.14,reject,compounder,unknown,latent,2019-04-30,,0.0,1.0434568116462706,0.2859807417568696,conservative_book,72.0,1.127156154758155,1.127156154758155,0.26574094051314184,0.02470321759486254,5.331757605999841,8.167029998913245,True,False,0.8,True,False,100.0,42.19,0.0,0.8615665874135453,0.2361299950236816,conservative_fallback,0.18,0.22,0.18,0.2,0.22,20.0,none,21.2,50.0,True,43.25,latent,87.32,89.490132004,89.490132004,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,603808,REJECT,4.7,2.33,39.28,1,tushare_pit_v1,38.4,40.61,reject,compounder,unknown,ignition,2019-04-30,business is not understandable,0.0,4.696223677475285,0.31356679277299865,conservative_book,80.0,2.0,2.0,1.5,,6.738244860350929,119.78261693865092,True,False,0.8,True,False,100.0,14.0,0.0,1.8636474403957428,0.12443571492290291,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,51.25,ignition,92.18,97.56348264,97.56348264,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,300664,REJECT,2.97,0.87,39.19,1,tushare_pit_v1,38.11,40.81,reject,compounder,unknown,latent,2019-04-30,,0.0,2.9678414259247687,0.46600103890791705,conservative_book,62.0,1.1526861819514267,1.1526861819514267,-0.12301576873553142,0.019227723582993118,5.163742326260701,2.7478328095362397,True,False,0.8,True,False,100.0,32.35,0.0,0.5192747276829669,0.08153486923698675,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,31.2,50.0,True,43.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,000795,REJECT,1.54,0.29,39.16,1,tushare_pit_v1,43.71,32.34,reject,compounder,rigid_shovel,latent,2019-04-30,,0.0,1.633377702400573,0.3583482324049037,stressed_book,72.0,4.645483080094847,4.645483080094847,-0.5311329760050313,0.09205669437310852,6.524848867406379,10.323918297281468,True,False,0.8,True,False,100.0,49.37,0.0,0.2720851501640352,0.059693010674510494,rigid_shovel_capex_mid_cycle,0.18,0.22,0.18,0.2,0.22,25.0,none,31.2,50.0,True,33.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.444444,0.0,0.555556,0.0,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,300217,REJECT,1.15,0.33,38.38,1,tushare_pit_v1,31.7,48.41,reject,compounder,unknown,latent,2019-04-30,,0.0,1.154048309766153,0.37500498022742607,conservative_book,35.0,0.5836445518283248,0.5836445518283248,-0.5761006610436945,-0.040164119881843215,4.829535508929732,14.044032639518205,True,False,0.8,True,False,100.0,30.02,0.0,0.18321851253924157,0.0595363765022966,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,49.2,50.0,True,43.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,600489,REJECT,3.05,0.1,38.22,1,tushare_pit_v1,40.0,35.56,reject,compounder,core_resource,latent,2019-04-30,,0.0,3.0518524379865957,0.42543645019623755,stressed_book,25.0,0.34374439720974637,0.34374439720974637,-0.054223405437047914,-0.15021827322433046,3.4231897807862492,1.6941830941727694,True,False,0.8,True,False,100.0,82.5,0.0,0.07668952947628847,0.01069072697667409,core_resource_mid_cycle,0.23,0.22,0.18,0.2,0.17,25.0,none,31.2,50.0,True,39.5,latent,30.83,20.391882876,20.391882876,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,603088,REJECT,0.77,0.21,37.43,1,tushare_pit_v1,38.09,36.44,reject,compounder,unknown,latent,2019-04-30,,0.0,0.7704060139126551,0.24941152930798893,conservative_book,65.0,2.0,2.0,0.0,,6.833857199361394,9.89177727722669,True,False,0.8,True,False,100.0,28.94,0.0,0.19187646848654147,0.062118159229310174,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,21.2,50.0,True,43.25,latent,93.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-04-30,2019-05-06,300062,REJECT,1.2,0.06,32.9,1,tushare_pit_v1,31.14,35.53,reject,compounder,unknown,latent,2019-04-30,debt wall coverage fails survival tripwire,0.0,1.197144759279147,0.3236719328963946,conservative_book,20.0,0.7065968027282697,0.7065968027282697,-0.09668002979291453,-0.0569586661720295,4.096947091499074,0.49912917091361975,True,False,0.8,False,True,100.0,43.7,0.0,0.03932173008792237,0.010631413021472722,conservative_fallback,0.18,0.22,0.18,0.2,0.22,25.0,none,31.2,50.0,True,33.25,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-05-30,2019-05-31,920021,REJECT,,,44.22,0,tushare_pit_v1,38.52,52.76,reject,cyclical,rigid_shovel,ignition,2019-05-30,,0.0,,,unknown,72.0,25.333393645833333,25.333393645833333,-23.048559479166666,0.09482353654029933,6.1498715505089905,70.55653234709757,True,False,0.3,True,False,100.0,52.59,0.0,,,rigid_shovel_capex_mid_cycle,0.2,0.25,0.1,0.2,0.25,50.0,stabilizing,65.0,50.0,True,52.0,ignition,15.0,60.0,60.0,False,50.0,True,0.0,0.485714,0.0,0.364286,0.15,0.0,marginal_buyer_probability; catalyst_quality
2019-05-31,2019-06-03,000001,READY,11.12,16.31,65.37,1,tushare_pit_v1,77.87,46.63,ready,compounder,financial_asset,latent,2019-05-31,,85.0,11.119872799760559,1.0798935653617603,stressed_nav,80.0,2.0,2.0,1.5,,3.8005595182115357,0.44167770822862884,True,False,0.8,False,False,100.0,56.14,65.0,13.590955644151794,1.3198699132199292,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,44.5,latent,47.5,10.0,40.0,True,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-05-31,2019-06-03,600658,REJECT,4.89,7.17,60.34,1,tushare_pit_v1,74.84,38.59,reject,compounder,financial_asset,latent,2019-05-31,,65.0,4.891526538478623,0.9966540540105512,stressed_nav,80.0,4.625129510360722,4.625129510360722,-3.6564866377820313,0.1382606362101986,5.997864570052306,0.5104371216233483,True,False,0.8,False,False,100.0,66.61,65.0,5.978532435918318,1.2181327326795626,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,49.2,50.0,True,25.25,latent,89.75,95.883306428,95.883306428,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-05-31,2019-06-03,002337,REJECT,1.69,0.01,53.13,1,tushare_pit_v1,48.54,60.02,reject,cyclical,core_resource,latent,2019-05-31,,0.0,1.6927492843394667,0.38754817353734794,stressed_book,100.0,43.122284412820505,43.122284412820505,5.935142916666667,0.21280297350722857,7.048024763502639,-2.1551958933965216,True,False,0.3,False,False,100.0,67.71,0.0,-0.3750942639579835,-0.08587633044427874,core_resource_mid_cycle,0.25,0.25,0.1,0.2,0.2,50.0,stabilizing,65.0,50.0,True,34.0,latent,93.25,100.0,100.0,False,50.0,True,0.0,0.457143,0.0,0.342857,0.2,0.0,marginal_buyer_probability; catalyst_quality
2019-05-31,2019-06-03,600284,REJECT,4.66,6.84,49.46,1,tushare_pit_v1,59.0,35.15,reject,compounder,financial_asset,latent,2019-05-31,,20.0,4.66317405683011,0.7354234683917757,stressed_nav,80.0,108.8246556292,108.8246556292,-4.8165438672,0.4741130571399966,8.105984605073969,,True,False,0.8,False,False,100.0,81.34,30.0,5.699434958347913,0.8988509058121704,mid_cycle_roe_anchor,0.23,0.22,0.18,0.15,0.22,25.0,none,31.2,50.0,True,33.25,latent,88.54,90.93113024,90.93113024,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
2019-05-31,2019-06-03,300373,REJECT,0.56,2.0,49.1,1,tushare_pit_v1,47.74,51.13,reject,compounder,tech,latent,2019-05-31,,0.0,0.5595371646464767,0.035659511444449336,no_growth_owner_earnings,82.0,2.091753397696398,2.091753397696398,0.2791356060380163,0.06106809144381718,6.082302088545509,7.578575995739546,True,False,0.8,True,False,100.0,58.48,0.0,1.049132183712144,0.0668615839583425,owner_earnings_anchor,0.18,0.22,0.18,0.2,0.22,25.0,none,57.2,50.0,True,42.0,latent,96.25,100.0,100.0,False,50.0,True,0.0,0.422222,0.0,0.527778,0.05,0.0,marginal_buyer_probability; catalyst_quality
